PeakID (cmd=annotatePeaks.pl /jet/home/bpaliwal/LiverOCRAnalysis/LiverOCRAnalysis/results/classification_results/raw_results/mouse_mapped_from_human_promoters.bed /ocean/projects/bio230007p/ikaplow/MouseGenomeInfo/mm10.fa -gtf /ocean/projects/bio230007p/bpaliwal/MouseGenomeInfo/gencode.vM10.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr4-391	chr4	59002759	59003755	+	59003209	NA	promoter-TSS (ENSMUST00000095070.3)	-promoter-TSS (ENSMUST00000095070.3)	47	ENSMUST00000174664.1	ENSMUSG00000092345	ENSMUST00000174664			Gm20503			
chr4-390	chr4	59002759	59003755	+	59003209	NA	promoter-TSS (ENSMUST00000095070.3)	-promoter-TSS (ENSMUST00000095070.3)	47	ENSMUST00000174664.1	ENSMUSG00000092345	ENSMUST00000174664			Gm20503			
chr4-389	chr4	58964540	58965432	+	58965438	NA	TTS (ENSMUST00000030069.6)	-TTS (ENSMUST00000030069.6)	21358	ENSMUST00000107554.1	ENSMUSG00000038630	ENSMUST00000107554			Zkscan16			
chr4-388	chr4	58964540	58965432	+	58965438	NA	TTS (ENSMUST00000030069.6)	-TTS (ENSMUST00000030069.6)	21358	ENSMUST00000107554.1	ENSMUSG00000038630	ENSMUST00000107554			Zkscan16			
chr4-384	chr4	58943350	58944418	+	58943627	NA	intron (ENSMUST00000107554.1, intron 1 of 5)	-intron (ENSMUST00000107554.1, intron 1 of 5)	256	ENSMUST00000107554.1	ENSMUSG00000038630	ENSMUST00000107554			Zkscan16			
chr4-386	chr4	58943350	58944418	+	58943627	NA	intron (ENSMUST00000107554.1, intron 1 of 5)	-intron (ENSMUST00000107554.1, intron 1 of 5)	256	ENSMUST00000107554.1	ENSMUSG00000038630	ENSMUST00000107554			Zkscan16			
chr4-385	chr4	58943350	58944418	+	58943627	NA	intron (ENSMUST00000107554.1, intron 1 of 5)	-intron (ENSMUST00000107554.1, intron 1 of 5)	256	ENSMUST00000107554.1	ENSMUSG00000038630	ENSMUST00000107554			Zkscan16			
chr4-387	chr4	58943350	58944418	+	58943627	NA	intron (ENSMUST00000107554.1, intron 1 of 5)	-intron (ENSMUST00000107554.1, intron 1 of 5)	256	ENSMUST00000107554.1	ENSMUSG00000038630	ENSMUST00000107554			Zkscan16			
chr6-264	chr6	58943999	58944570	+	58942639	NA	intron (ENSMUST00000089860.11, intron 14 of 17)	-intron (ENSMUST00000089860.11, intron 14 of 17)	-20590	ENSMUST00000203293.1	ENSMUSG00000107439	ENSMUST00000203293			Gm45060			
chr6-262	chr6	58942759	58943384	+	58942639	NA	intron (ENSMUST00000173193.1, intron 14 of 16)	-intron (ENSMUST00000089860.11, intron 15 of 17)	-21803	ENSMUST00000203293.1	ENSMUSG00000107439	ENSMUST00000203293			Gm45060			
chr6-265	chr6	58943999	58944570	+	58942639	NA	intron (ENSMUST00000089860.11, intron 14 of 17)	-intron (ENSMUST00000089860.11, intron 14 of 17)	-20590	ENSMUST00000203293.1	ENSMUSG00000107439	ENSMUST00000203293			Gm45060			
chr6-263	chr6	58942759	58943384	+	58942639	NA	intron (ENSMUST00000173193.1, intron 14 of 16)	-intron (ENSMUST00000089860.11, intron 15 of 17)	-21803	ENSMUST00000203293.1	ENSMUSG00000107439	ENSMUST00000203293			Gm45060			
chr6-261	chr6	58906481	58907580	+	58909074	NA	promoter-TSS (ENSMUST00000059539.4)	-promoter-TSS (ENSMUST00000059539.4)	46	ENSMUST00000059539.4	ENSMUSG00000055430	ENSMUST00000205101			Nap1l5			
chr19-300	chr19	58806391	58806704	+	58807293	NA	intron (ENSMUST00000066285.4, intron 7 of 11)	-intron (ENSMUST00000066285.4, intron 7 of 11)	-12086	ENSMUST00000028299.10	ENSMUSG00000026931	ENSMUST00000166692			1700019N19Rik			
chr2-236	chr2	58747558	58748161	+	58749445	NA	intron (ENSMUST00000071543.11, intron 1 of 7)	-intron (ENSMUST00000071543.11, intron 1 of 7)	-7083	ENSMUST00000059102.12	ENSMUSG00000026839	ENSMUST00000059102			Upp2			
chr2-235	chr2	58747558	58748161	+	58749445	NA	intron (ENSMUST00000071543.11, intron 1 of 7)	-intron (ENSMUST00000071543.11, intron 1 of 7)	-7083	ENSMUST00000059102.12	ENSMUSG00000026839	ENSMUST00000059102			Upp2			
chr15-192	chr15	58744188	58744890	+	58744522	NA	Intergenic	Intergenic	37412	ENSMUST00000176387.1	ENSMUSG00000093677	ENSMUST00000176387			Gm20712			
chr15-191	chr15	58744188	58744890	+	58744522	NA	Intergenic	Intergenic	37412	ENSMUST00000176387.1	ENSMUSG00000093677	ENSMUST00000176387			Gm20712			
chrX-98	chrX	58738574	58739142	+	58738809	NA	Intergenic	Intergenic	-29202	ENSMUST00000120458.1	ENSMUSG00000083843	ENSMUST00000120458			Gm7071			
chr13-152	chr13	58589545	58589841	+	58590834	NA	intron (ENSMUST00000151675.1, intron 1 of 1)	-intron (ENSMUST00000022036.13, intron 1 of 17)	21176	ENSMUST00000151675.1	ENSMUSG00000021553	ENSMUST00000151675			Slc28a3			
chr3-91	chr3	58525252	58526352	+	58523720	NA	promoter-TSS (ENSMUST00000029385.8)	-promoter-TSS (ENSMUST00000029385.8)	-19	ENSMUST00000029387.14	ENSMUSG00000027810	ENSMUST00000154219			Eif2a			
chr3-93	chr3	58525252	58526352	+	58523720	NA	promoter-TSS (ENSMUST00000029385.8)	-promoter-TSS (ENSMUST00000029385.8)	-19	ENSMUST00000029387.14	ENSMUSG00000027810	ENSMUST00000154219			Eif2a			
chr3-92	chr3	58525252	58526352	+	58523720	NA	promoter-TSS (ENSMUST00000029385.8)	-promoter-TSS (ENSMUST00000029385.8)	-19	ENSMUST00000029387.14	ENSMUSG00000027810	ENSMUST00000154219			Eif2a			
chr3-90	chr3	58525252	58526352	+	58523720	NA	promoter-TSS (ENSMUST00000029385.8)	-promoter-TSS (ENSMUST00000029385.8)	-19	ENSMUST00000029387.14	ENSMUSG00000027810	ENSMUST00000154219			Eif2a			
chr1-103	chr1	58504384	58505233	+	58505673	NA	promoter-TSS (ENSMUST00000129740.2)	-promoter-TSS (ENSMUST00000129740.2)	117	ENSMUST00000190695.1	ENSMUSG00000026037	ENSMUST00000114325			Orc2			
chr1-102	chr1	58504384	58505233	+	58505673	NA	promoter-TSS (ENSMUST00000129740.2)	-promoter-TSS (ENSMUST00000129740.2)	117	ENSMUST00000190695.1	ENSMUSG00000026037	ENSMUST00000114325			Orc2			
chr1-104	chr1	58504384	58505233	+	58505673	NA	promoter-TSS (ENSMUST00000129740.2)	-promoter-TSS (ENSMUST00000129740.2)	117	ENSMUST00000190695.1	ENSMUSG00000026037	ENSMUST00000114325			Orc2			
chr2-234	chr2	58456519	58457186	+	58457309	NA	intron (ENSMUST00000112601.8, intron 10 of 11)	-intron (ENSMUST00000056376.11, intron 9 of 10)	-13264	ENSMUST00000167423.1	ENSMUSG00000091922	ENSMUST00000167423			Gm17409			
chr2-233	chr2	58456519	58457186	+	58457309	NA	intron (ENSMUST00000112601.8, intron 10 of 11)	-intron (ENSMUST00000056376.11, intron 9 of 10)	-13264	ENSMUST00000167423.1	ENSMUSG00000091922	ENSMUST00000167423			Gm17409			
chr16-174	chr16	58454609	58454890	+	58455529	NA	promoter-TSS (ENSMUST00000142830.7)	-promoter-TSS (ENSMUST00000142830.7)	-442	ENSMUST00000142830.7	ENSMUSG00000035107	ENSMUST00000130409			Dcbld2			
chr16-175	chr16	58456188	58456677	+	58455529	NA	promoter-TSS (ENSMUST00000134324.7)	-promoter-TSS (ENSMUST00000134324.7)	55	ENSMUST00000134324.7	ENSMUSG00000035107	ENSMUST00000130409			Dcbld2			
chr4-382	chr4	58437027	58437587	+	58435254	NA	exon (ENSMUST00000055018.10, exon 4 of 4)	-exon (ENSMUST00000055018.10, exon 4 of 4)	3791	ENSMUST00000175552.1	ENSMUSG00000093293	ENSMUST00000175552			Mir3095			
chr4-383	chr4	58437027	58437587	+	58435254	NA	exon (ENSMUST00000055018.10, exon 4 of 4)	-exon (ENSMUST00000055018.10, exon 4 of 4)	3791	ENSMUST00000175552.1	ENSMUSG00000093293	ENSMUST00000175552			Mir3095			
chr1-101	chr1	58423673	58424307	+	58422670	NA	promoter-TSS (ENSMUST00000034868.13)	-promoter-TSS (ENSMUST00000034868.13)	76	ENSMUST00000129577.7	ENSMUSG00000026034	ENSMUST00000186552			Clk1			
chr2-231	chr2	58357010	58358449	+	58360127	NA	promoter-TSS (ENSMUST00000112607.2)	-promoter-TSS (ENSMUST00000112607.2)	23	ENSMUST00000112608.8	ENSMUSG00000026834	ENSMUST00000112607			Acvr1c			
chr2-232	chr2	58357010	58358449	+	58360127	NA	promoter-TSS (ENSMUST00000112607.2)	-promoter-TSS (ENSMUST00000112607.2)	23	ENSMUST00000112608.8	ENSMUSG00000026834	ENSMUST00000112607			Acvr1c			
chr2-230	chr2	58357010	58358449	+	58360127	NA	promoter-TSS (ENSMUST00000112607.2)	-promoter-TSS (ENSMUST00000112607.2)	23	ENSMUST00000112608.8	ENSMUSG00000026834	ENSMUST00000112607			Acvr1c			
chr11-177	chr11	58346441	58346918	+	58344930	NA	exon (ENSMUST00000073128.6, exon 7 of 7)	-exon (ENSMUST00000073128.6, exon 7 of 7)	1367	ENSMUST00000127119.1	ENSMUSG00000013646	ENSMUST00000116376			Sh3bp5l			
chr11-176	chr11	58334853	58335126	+	58336974	NA	intron (ENSMUST00000154278.7, intron 1 of 4)	-intron (ENSMUST00000073128.6, intron 2 of 6)	3714	ENSMUST00000154278.7	ENSMUSG00000013646	ENSMUST00000116376			Sh3bp5l			
chr13-151	chr13	58273730	58274567	+	58273692	NA	promoter-TSS (ENSMUST00000091579.4)	-promoter-TSS (ENSMUST00000091579.4)	40	ENSMUST00000091579.4	ENSMUSG00000021552	ENSMUST00000091579			Gkap1			
chr9-195	chr9	58196488	58196998	+	58195020	NA	exon (ENSMUST00000114144.8, exon 3 of 3)	-exon (ENSMUST00000114144.8, exon 3 of 3)	4972	ENSMUST00000163200.1	ENSMUSG00000051243	ENSMUST00000165276			Islr2			
chr2-229	chr2	58157565	58157901	+	58157464	NA	promoter-TSS (ENSMUST00000131443.7)	-promoter-TSS (ENSMUST00000131443.7)	-936	ENSMUST00000131443.7	ENSMUSG00000026832	ENSMUST00000148764			Cytip			
chr2-228	chr2	58156902	58157343	+	58157464	NA	promoter-TSS (ENSMUST00000131443.7)	-promoter-TSS (ENSMUST00000131443.7)	-325	ENSMUST00000131443.7	ENSMUSG00000026832	ENSMUST00000148764			Cytip			
chr9-194	chr9	58100339	58101052	+	58099327	NA	intron (ENSMUST00000098682.9, intron 3 of 19)	-intron (ENSMUST00000042205.12, intron 1 of 18)	1530	ENSMUST00000119665.1	ENSMUSG00000037716	ENSMUST00000146741			Ccdc33			
chr15-190	chr15	58075950	58077249	+	58077870	NA	promoter-TSS (ENSMUST00000070143.12)	-promoter-TSS (ENSMUST00000070143.12)	-58	ENSMUST00000176713.1	ENSMUSG00000022361	ENSMUST00000070143			Zhx1			
chr15-189	chr15	58075950	58077249	+	58077870	NA	promoter-TSS (ENSMUST00000070143.12)	-promoter-TSS (ENSMUST00000070143.12)	-58	ENSMUST00000176713.1	ENSMUSG00000022361	ENSMUST00000070143			Zhx1			
chr14-244	chr14	58071905	58072411	+	58070159	NA	promoter-TSS (ENSMUST00000022545.13)	-promoter-TSS (ENSMUST00000022545.13)	-528	ENSMUST00000022545.13	ENSMUSG00000021974	ENSMUST00000166770			Fgf9			
chr14-243	chr14	58071905	58072411	+	58070159	NA	promoter-TSS (ENSMUST00000022545.13)	-promoter-TSS (ENSMUST00000022545.13)	-528	ENSMUST00000022545.13	ENSMUSG00000021974	ENSMUST00000166770			Fgf9			
chr14-242	chr14	58034395	58034914	+	58035636	NA	Intergenic	Intergenic	35331	ENSMUST00000180534.1	ENSMUSG00000097303	ENSMUST00000180534			3110083C13Rik			
chr11-175	chr11	58008415	58009453	+	58010827	NA	promoter-TSS (ENSMUST00000071487.12)	-promoter-TSS (ENSMUST00000071487.12)	-130	ENSMUST00000178636.1	ENSMUSG00000037331	ENSMUST00000140500			Larp1			
chr15-188	chr15	58007456	58008245	+	58006603	NA	intron (ENSMUST00000161231.1, intron 1 of 1)	-intron (ENSMUST00000160942.7, intron 3 of 3)	5704	ENSMUST00000161231.1	ENSMUSG00000051225	ENSMUST00000160942			Fam83a			
chr11-174	chr11	57994955	57995075	+	57994978	NA	Intergenic	Intergenic	-14049	ENSMUST00000178636.1	ENSMUSG00000037331	ENSMUST00000140500			Larp1			
chr4-381	chr4	57955522	57957256	+	57956894	NA	promoter-TSS (ENSMUST00000030051.5)	-promoter-TSS (ENSMUST00000030051.5)	22	ENSMUST00000030051.5	ENSMUSG00000028367	ENSMUST00000030051			Txn1			
chr4-379	chr4	57955522	57957256	+	57956894	NA	promoter-TSS (ENSMUST00000030051.5)	-promoter-TSS (ENSMUST00000030051.5)	22	ENSMUST00000030051.5	ENSMUSG00000028367	ENSMUST00000030051			Txn1			
chr4-380	chr4	57955522	57957256	+	57956894	NA	promoter-TSS (ENSMUST00000030051.5)	-promoter-TSS (ENSMUST00000030051.5)	22	ENSMUST00000030051.5	ENSMUSG00000028367	ENSMUST00000030051			Txn1			
chr11-173	chr11	57953518	57954986	+	57954377	NA	Intergenic	Intergenic	-5167	ENSMUST00000117266.1	ENSMUSG00000083657	ENSMUST00000117266			Gm12245			
chr11-171	chr11	57953518	57954986	+	57954377	NA	Intergenic	Intergenic	-5167	ENSMUST00000117266.1	ENSMUSG00000083657	ENSMUST00000117266			Gm12245			
chr11-172	chr11	57953518	57954986	+	57954377	NA	Intergenic	Intergenic	-5167	ENSMUST00000117266.1	ENSMUSG00000083657	ENSMUST00000117266			Gm12245			
chr1-100	chr1	57949347	57949553	+	57948993	NA	Intergenic	Intergenic	12652	ENSMUST00000163006.1	ENSMUSG00000054770	ENSMUST00000114410			Kctd18			
chr9-193	chr9	57939729	57940688	+	57939556	NA	promoter-TSS (ENSMUST00000043059.7)	-promoter-TSS (ENSMUST00000043059.7)	95	ENSMUST00000043059.7	ENSMUSG00000038264	ENSMUST00000043059			Sema7a			
chr9-192	chr9	57935806	57935956	+	57935959	NA	Intergenic	Intergenic	-4232	ENSMUST00000043059.7	ENSMUSG00000038264	ENSMUST00000043059			Sema7a			
chr15-187	chr15	57911919	57912672	+	57910398	NA	promoter-TSS (ENSMUST00000022992.12)	-promoter-TSS (ENSMUST00000022992.12)	56	ENSMUST00000159775.7	ENSMUSG00000022364	ENSMUST00000159775			Tbc1d31			
chr15-186	chr15	57906315	57907041	+	57904911	NA	Intergenic	Intergenic	-5521	ENSMUST00000022992.12	ENSMUSG00000022364	ENSMUST00000159775			Tbc1d31			
chr15-185	chr15	57906315	57907041	+	57904911	NA	Intergenic	Intergenic	-5521	ENSMUST00000022992.12	ENSMUSG00000022364	ENSMUST00000159775			Tbc1d31			
chr15-184	chr15	57891717	57892841	+	57891638	NA	exon (ENSMUST00000022993.5, exon 1 of 8)	-exon (ENSMUST00000022993.5, exon 1 of 8)	139	ENSMUST00000022993.5	ENSMUSG00000022365	ENSMUST00000022993			Derl1			
chr15-182	chr15	57891717	57892841	+	57891638	NA	exon (ENSMUST00000022993.5, exon 1 of 8)	-exon (ENSMUST00000022993.5, exon 1 of 8)	139	ENSMUST00000022993.5	ENSMUSG00000022365	ENSMUST00000022993			Derl1			
chr15-183	chr15	57891717	57892841	+	57891638	NA	exon (ENSMUST00000022993.5, exon 1 of 8)	-exon (ENSMUST00000022993.5, exon 1 of 8)	139	ENSMUST00000022993.5	ENSMUSG00000022365	ENSMUST00000022993			Derl1			
chr4-378	chr4	57879141	57879335	+	57877388	NA	intron (ENSMUST00000102903.7, intron 2 of 2)	-intron (ENSMUST00000043456.11, intron 1 of 3)	-1743	ENSMUST00000179236.1	ENSMUSG00000096195	ENSMUST00000179236			Gm26138			
chr15-180	chr15	57847531	57848109	+	57848814	NA	Intergenic	Intergenic	44598	ENSMUST00000022993.5	ENSMUSG00000022365	ENSMUST00000022993			Derl1			
chr15-181	chr15	57849426	57849760	+	57848814	NA	Intergenic	Intergenic	42825	ENSMUST00000022993.5	ENSMUSG00000022365	ENSMUST00000022993			Derl1			
chr6-259	chr6	57824423	57825530	+	57822570	NA	promoter-TSS (ENSMUST00000143953.2)	-promoter-TSS (ENSMUST00000143953.2)	160	ENSMUST00000127485.7	ENSMUSG00000037788	ENSMUST00000114297			Vopp1			
chr6-260	chr6	57824423	57825530	+	57822570	NA	promoter-TSS (ENSMUST00000143953.2)	-promoter-TSS (ENSMUST00000143953.2)	160	ENSMUST00000127485.7	ENSMUSG00000037788	ENSMUST00000114297			Vopp1			
chr15-178	chr15	57775286	57775721	+	57775594	NA	intron (ENSMUST00000160990.1, intron 2 of 2)	-intron (ENSMUST00000096430.10, intron 2 of 3)	-36837	ENSMUST00000176703.2	ENSMUSG00000047807	ENSMUST00000176703			9330154K18Rik			
chr15-179	chr15	57775286	57775721	+	57775594	NA	intron (ENSMUST00000160990.1, intron 2 of 2)	-intron (ENSMUST00000096430.10, intron 2 of 3)	-36837	ENSMUST00000176703.2	ENSMUSG00000047807	ENSMUST00000176703			9330154K18Rik			
chr14-240	chr14	57745437	57746364	+	57744200	NA	exon (ENSMUST00000022531.13, exon 1 of 8)	-exon (ENSMUST00000022531.13, exon 1 of 8)	203	ENSMUST00000174694.7	ENSMUSG00000021959	ENSMUST00000174213			Lats2			
chr14-241	chr14	57745437	57746364	+	57744200	NA	exon (ENSMUST00000022531.13, exon 1 of 8)	-exon (ENSMUST00000022531.13, exon 1 of 8)	203	ENSMUST00000174694.7	ENSMUSG00000021959	ENSMUST00000174213			Lats2			
chr14-239	chr14	57745437	57746364	+	57744200	NA	exon (ENSMUST00000022531.13, exon 1 of 8)	-exon (ENSMUST00000022531.13, exon 1 of 8)	203	ENSMUST00000174694.7	ENSMUSG00000021959	ENSMUST00000174213			Lats2			
chr12-109	chr12	57708008	57708475	+	57707945	NA	intron (ENSMUST00000172939.7, intron 24 of 30)	-intron (ENSMUST00000172939.7, intron 24 of 30)	58826	ENSMUST00000172852.1	ENSMUSG00000046782	ENSMUST00000101398			Ttc6			
chr6-257	chr6	57702396	57703459	+	57704791	NA	promoter-TSS (ENSMUST00000153777.1)	-promoter-TSS (ENSMUST00000153777.1)	-160	ENSMUST00000153777.1	ENSMUSG00000062190	ENSMUST00000153777			Lancl2			
chr6-258	chr6	57702396	57703459	+	57704791	NA	promoter-TSS (ENSMUST00000153777.1)	-promoter-TSS (ENSMUST00000153777.1)	-160	ENSMUST00000153777.1	ENSMUSG00000062190	ENSMUST00000153777			Lancl2			
chr6-256	chr6	57702396	57703459	+	57704791	NA	promoter-TSS (ENSMUST00000153777.1)	-promoter-TSS (ENSMUST00000153777.1)	-160	ENSMUST00000153777.1	ENSMUSG00000062190	ENSMUST00000153777			Lancl2			
chr9-189	chr9	57695978	57697671	+	57697635	NA	promoter-TSS (ENSMUST00000034865.4)	-promoter-TSS (ENSMUST00000034865.4)	-789	ENSMUST00000034865.4	ENSMUSG00000032315	ENSMUST00000034865			Cyp1a1			
chr9-191	chr9	57695978	57697671	+	57697635	NA	promoter-TSS (ENSMUST00000034865.4)	-promoter-TSS (ENSMUST00000034865.4)	-789	ENSMUST00000034865.4	ENSMUSG00000032315	ENSMUST00000034865			Cyp1a1			
chr9-188	chr9	57695978	57697671	+	57697635	NA	promoter-TSS (ENSMUST00000034865.4)	-promoter-TSS (ENSMUST00000034865.4)	-789	ENSMUST00000034865.4	ENSMUSG00000032315	ENSMUST00000034865			Cyp1a1			
chr9-190	chr9	57695978	57697671	+	57697635	NA	promoter-TSS (ENSMUST00000034865.4)	-promoter-TSS (ENSMUST00000034865.4)	-789	ENSMUST00000034865.4	ENSMUSG00000032315	ENSMUST00000034865			Cyp1a1			
chrX-97	chrX	57675063	57675320	+	57675546	NA	Intergenic	Intergenic	-4704	ENSMUST00000122428.1	ENSMUSG00000084103	ENSMUST00000122428			Gm14629			
chr18-194	chr18	57667256	57667774	+	57666851	NA	intron (ENSMUST00000123872.1, intron 5 of 5)	-intron (ENSMUST00000079738.9, intron 6 of 6)	2043	ENSMUST00000158151.1	ENSMUSG00000088776	ENSMUST00000158151			Gm26038			
chr9-187	chr9	57655527	57656337	+	57657906	NA	Intergenic	Intergenic	-10279	ENSMUST00000034863.6	ENSMUSG00000032312	ENSMUST00000034863			Csk			
chr3-88	chr3	57625479	57626014	+	57625233	NA	promoter-TSS (ENSMUST00000180423.5)	-promoter-TSS (ENSMUST00000180423.5)	11	ENSMUST00000199759.1	ENSMUSG00000097339	ENSMUST00000180423			Gm26671			
chr3-89	chr3	57625479	57626014	+	57625233	NA	promoter-TSS (ENSMUST00000180423.5)	-promoter-TSS (ENSMUST00000180423.5)	11	ENSMUST00000199759.1	ENSMUSG00000097339	ENSMUST00000180423			Gm26671			
chr15-177	chr15	57600584	57601090	+	57599958	NA	Intergenic	Intergenic	-93828	ENSMUST00000096430.10	ENSMUSG00000071757	ENSMUST00000096430			Zhx2			
chr15-176	chr15	57600584	57601090	+	57599958	NA	Intergenic	Intergenic	-93828	ENSMUST00000096430.10	ENSMUSG00000071757	ENSMUST00000096430			Zhx2			
chr4-376	chr4	57567624	57569008	+	57568178	NA	promoter-TSS (ENSMUST00000126465.7)	-promoter-TSS (ENSMUST00000126465.7)	-4	ENSMUST00000142556.1	ENSMUSG00000090053	ENSMUST00000142556			Palm2			
chr4-375	chr4	57567624	57569008	+	57568178	NA	promoter-TSS (ENSMUST00000126465.7)	-promoter-TSS (ENSMUST00000126465.7)	-4	ENSMUST00000142556.1	ENSMUSG00000090053	ENSMUST00000142556			Palm2			
chr4-377	chr4	57567624	57569008	+	57568178	NA	promoter-TSS (ENSMUST00000126465.7)	-promoter-TSS (ENSMUST00000126465.7)	-4	ENSMUST00000142556.1	ENSMUSG00000090053	ENSMUST00000142556			Palm2			
chr3-87	chr3	57543981	57544551	+	57544303	NA	intron (ENSMUST00000120977.1, intron 2 of 6)	-intron (ENSMUST00000029380.13, intron 2 of 6)	16034	ENSMUST00000120831.1	ENSMUSG00000083538	ENSMUST00000120831			Gm16016			
chr11-170	chr11	57534889	57535373	+	57536267	NA	Intergenic	Intergenic	12167	ENSMUST00000108848.1	ENSMUSG00000020522	ENSMUST00000108848			Mfap3			
chr19-299	chr19	57509928	57511313	+	57510688	NA	Intergenic	Intergenic	-49067	ENSMUST00000181959.1	ENSMUSG00000097374	ENSMUST00000181959			Gm26874			
chr9-186	chr9	57498366	57498897	+	57496734	NA	Intergenic	Intergenic	-5471	ENSMUST00000080514.7	ENSMUSG00000062309	ENSMUST00000080514			Rpp25			
chr1-97	chr1	57428453	57429223	+	57427395	NA	Intergenic	Intergenic	-6465	ENSMUST00000104588.1	ENSMUSG00000077776	ENSMUST00000104588			Gm22371			
chr1-99	chr1	57428453	57429223	+	57427395	NA	Intergenic	Intergenic	-6465	ENSMUST00000104588.1	ENSMUSG00000077776	ENSMUST00000104588			Gm22371			
chr1-98	chr1	57428453	57429223	+	57427395	NA	Intergenic	Intergenic	-6465	ENSMUST00000104588.1	ENSMUSG00000077776	ENSMUST00000104588			Gm22371			
chr19-296	chr19	57313970	57315320	+	57312033	NA	intron (ENSMUST00000156316.7, intron 1 of 20)	-intron (ENSMUST00000111524.7, intron 1 of 6)	266	ENSMUST00000111524.7	ENSMUSG00000025085	ENSMUST00000104902			Ablim1			
chr19-298	chr19	57313970	57315320	+	57312033	NA	intron (ENSMUST00000156316.7, intron 1 of 20)	-intron (ENSMUST00000111524.7, intron 1 of 6)	266	ENSMUST00000111524.7	ENSMUSG00000025085	ENSMUST00000104902			Ablim1			
chr19-297	chr19	57313970	57315320	+	57312033	NA	intron (ENSMUST00000156316.7, intron 1 of 20)	-intron (ENSMUST00000111524.7, intron 1 of 6)	266	ENSMUST00000111524.7	ENSMUSG00000025085	ENSMUST00000104902			Ablim1			
chr4-374	chr4	57301610	57302273	+	57300095	NA	promoter-TSS (ENSMUST00000075637.10)	-promoter-TSS (ENSMUST00000075637.10)	-104	ENSMUST00000075637.10	ENSMUSG00000038764	ENSMUST00000075637			Ptpn3			
chr4-371	chr4	57299736	57300819	+	57300095	NA	promoter-TSS (ENSMUST00000153926.7)	-promoter-TSS (ENSMUST00000153926.7)	98	ENSMUST00000153926.7	ENSMUSG00000038764	ENSMUST00000075637			Ptpn3			
chr4-372	chr4	57299736	57300819	+	57300095	NA	promoter-TSS (ENSMUST00000153926.7)	-promoter-TSS (ENSMUST00000153926.7)	98	ENSMUST00000153926.7	ENSMUSG00000038764	ENSMUST00000075637			Ptpn3			
chr4-373	chr4	57299736	57300819	+	57300095	NA	promoter-TSS (ENSMUST00000153926.7)	-promoter-TSS (ENSMUST00000153926.7)	98	ENSMUST00000153926.7	ENSMUSG00000038764	ENSMUST00000075637			Ptpn3			
chr3-86	chr3	57267590	57267846	+	57269808	NA	Intergenic	Intergenic	4651	ENSMUST00000199542.1	ENSMUSG00000104534	ENSMUST00000199542			Gm18660			
chr17-268	chr17	57264178	57265328	+	57265319	NA	Intergenic	Intergenic	-14347	ENSMUST00000169220.8	ENSMUSG00000034116	ENSMUST00000174878			Vav1			
chr17-270	chr17	57264178	57265328	+	57265319	NA	Intergenic	Intergenic	-14347	ENSMUST00000169220.8	ENSMUSG00000034116	ENSMUST00000174878			Vav1			
chr17-269	chr17	57264178	57265328	+	57265319	NA	Intergenic	Intergenic	-14347	ENSMUST00000169220.8	ENSMUSG00000034116	ENSMUST00000174878			Vav1			
chr1-96	chr1	57237665	57238730	+	57239803	NA	Intergenic	Intergenic	-23204	ENSMUST00000190488.1	ENSMUSG00000101429	ENSMUST00000190488			BC055402			
chr9-185	chr9	57162322	57163140	+	57160399	NA	Intergenic	Intergenic	-4432	ENSMUST00000065358.7	ENSMUSG00000032299	ENSMUST00000065358			Commd4			
chr16-173	chr16	57158599	57159554	+	57158672	NA	intron (ENSMUST00000023432.8, intron 8 of 9)	-intron (ENSMUST00000023432.8, intron 8 of 9)	8256	ENSMUST00000023432.8	ENSMUSG00000022751	ENSMUST00000023432			Nit2			
chr9-184	chr9	57144130	57144477	+	57143838	NA	exon (ENSMUST00000034842.4, exon 5 of 9)	-exon (ENSMUST00000034842.4, exon 5 of 9)	2731	ENSMUST00000034842.4	ENSMUSG00000032298	ENSMUST00000186410			Neil1			
chr2-226	chr2	57123145	57124571	+	57126238	NA	exon (ENSMUST00000112629.7, exon 1 of 8)	-exon (ENSMUST00000112629.7, exon 1 of 8)	145	ENSMUST00000183542.7	ENSMUSG00000026826	ENSMUST00000140165			Nr4a2			
